session_id,customer_id,session_date,traffic_source,pages_viewed,session_duration_sec,converted
54637,10365,2023-07-19,Paid,5,175,0
54638,9971,2023-10-16,Organic,4,105,0
54639,4949,2024-05-04,Social,6,388,0
54640,4832,2023-04-07,Email,5,307,0
54641,10064,2024-09-23,Paid,4,50,0
54642,6536,2024-02-15,Social,7,549,0
54643,9575,2023-01-16,Paid,4,28,0
54644,7476,2023-09-08,Paid,5,7,1
54645,9272,2023-04-02,Paid,4,950,0
54646,3489,2024-10-20,Paid,5,313,0
54647,11923,2023-03-08,Social,6,633,0
54648,8967,2024-01-07,Organic,1,156,0
54649,10342,2023-03-01,Paid,4,345,0
54650,11048,2023-04-21,Social,4,118,0
54651,6189,2024-05-17,Organic,4,158,1
54652,2784,2023-04-04,Organic,7,855,0
54653,3483,2023-10-21,Organic,1,283,0
54654,2266,2024-03-17,Paid,7,53,0
54655,8273,2024-03-31,Paid,7,547,0
54656,3215,2024-05-07,Email,4,185,0
54657,11680,2024-02-03,Organic,6,32,0
54658,11718,2024-03-18,Email,3,214,0
54659,9580,2024-02-22,Paid,7,485,0
54660,8957,2024-10-28,Email,3,19,0
54661,8482,2023-12-14,Paid,5,106,0
54662,8665,2024-03-09,Email,4,268,0
54663,5236,2024-05-05,Social,4,73,0
54664,5709,2023-11-27,Email,10,239,0
54665,6939,2023-03-28,Organic,7,763,0
54666,6962,2023-07-25,Email,7,177,0
54667,3267,2023-08-12,Email,1,152,0
54668,10179,2024-05-03,Email,6,148,0
54669,11228,2023-09-29,Email,6,535,0
54670,6798,2023-11-08,Organic,4,202,0
54671,1327,2023-05-03,Social,7,29,0
54672,2173,2023-11-01,Social,7,758,0
54673,5497,2023-08-21,Social,6,1,0
54674,10321,2024-10-19,Social,9,45,0
54675,6131,2023-02-10,Email,5,81,0
54676,3370,2023-11-02,Organic,6,77,0
54677,150,2024-08-09,Email,1,111,0
54678,9667,2023-04-20,Email,6,336,0
54679,1509,2023-09-26,Email,5,135,0
54680,9678,2024-09-30,Social,7,553,0
54681,6442,2024-06-01,Social,4,3,0
54682,1567,2023-09-19,Paid,3,381,0
54683,5669,2023-07-01,Social,7,238,0
54684,8597,2024-09-10,Social,5,224,0
54685,10928,2023-11-10,Email,3,257,0
54686,575,2023-09-01,Paid,9,116,1
54687,2783,2023-05-24,Social,4,5,0
54688,2770,2023-03-10,Social,8,516,1
54689,11284,2023-03-14,Social,9,249,1
54690,11634,2023-04-20,Social,7,86,0
54691,10120,2023-09-14,Organic,6,237,0
54692,11371,2024-02-02,Paid,4,6,0
54693,6142,2024-06-29,Email,4,102,0
54694,1621,2023-04-22,Social,3,97,0
54695,7077,2024-03-21,Social,3,217,0
54696,4838,2023-02-19,Email,4,344,0
54697,156,2024-01-02,Social,5,140,0
54698,6546,2023-07-16,Paid,4,404,0
54699,1100,2024-09-28,Paid,5,452,0
54700,6782,2023-10-28,Organic,5,26,0
54701,11779,2023-12-02,Social,3,132,0
54702,9572,2023-08-26,Organic,2,105,0
54703,9016,2024-02-05,Organic,6,146,1
54704,5710,2024-09-09,Email,2,328,0
54705,1074,2023-06-01,Organic,4,242,0
54706,8446,2024-11-11,Social,5,160,0
54707,11613,2024-01-05,Organic,1,233,0
54708,2015,2024-07-18,Paid,1,96,0
54709,8260,2024-01-20,Social,2,448,0
54710,5636,2023-10-14,Paid,6,60,1
54711,412,2024-07-21,Organic,6,67,1
54712,5292,2023-09-05,Email,2,365,0
54713,8022,2024-01-26,Email,2,1014,0
54714,5092,2024-02-09,Email,3,24,0
54715,2761,2023-11-10,Email,7,539,0
54716,9687,2023-08-30,Social,9,227,0
54717,728,2024-09-13,Email,0,157,0
54718,3161,2024-02-02,Organic,2,111,0
54719,5112,2023-04-09,Email,5,87,0
54720,9337,2024-01-24,Social,1,293,0
54721,926,2023-02-20,Email,10,1417,1
54722,8789,2023-04-08,Social,5,99,0
54723,7288,2024-03-14,Paid,6,1617,0
54724,397,2023-04-13,Social,7,207,0
54725,2085,2024-07-07,Social,3,100,0
54726,8226,2024-06-07,Social,4,83,0
54727,5929,2023-01-19,Organic,6,97,0
54728,9446,2024-01-09,Social,6,588,0
54729,4520,2023-07-09,Organic,3,141,0
54730,199,2023-02-10,Paid,7,180,0
54731,11213,2024-01-20,Organic,6,58,0
54732,8207,2023-07-31,Organic,7,341,0
54733,11195,2024-02-29,Social,3,138,0
54734,5160,2023-01-24,Organic,5,652,0
54735,4091,2024-06-23,Organic,6,1,0
54736,5644,2024-06-20,Social,3,28,0
54737,10565,2024-10-25,Email,5,280,0
54738,7112,2024-03-24,Paid,3,78,0
54739,8235,2023-07-06,Social,7,833,0
54740,500,2024-07-26,Email,2,117,0
54741,8663,2023-05-02,Organic,4,218,0
54742,2762,2024-11-28,Email,1,285,0
54743,10897,2023-09-04,Social,5,86,0
54744,2760,2023-11-18,Social,5,271,1
54745,5912,2023-10-13,Organic,8,674,0
54746,1162,2023-09-20,Organic,5,144,0
54747,4385,2024-06-05,Social,5,13,0
54748,9940,2024-08-17,Social,6,40,0
54749,6067,2024-02-13,Organic,3,258,0
54750,2448,2023-09-03,Organic,2,591,0
54751,542,2024-01-28,Email,4,138,0
54752,8605,2023-07-08,Organic,3,33,0
54753,2988,2023-05-09,Paid,7,226,0
54754,6116,2024-10-09,Social,4,3,0
54755,4900,2024-10-21,Social,5,61,0
54756,8782,2024-03-05,Organic,5,47,0
54757,4620,2023-04-24,Paid,7,245,0
54758,5003,2024-08-27,Social,5,313,0
54759,2608,2024-07-25,Paid,6,69,0
54760,9094,2024-09-28,Social,7,305,0
54761,2943,2023-06-28,Paid,3,117,0
54762,313,2023-10-12,Email,5,180,1
54763,5185,2023-03-15,Social,5,146,0
54764,9512,2024-01-01,Paid,9,200,0
54765,3005,2024-01-16,Social,5,103,0
54766,533,2024-04-23,Paid,6,30,0
54767,7199,2023-02-25,Email,7,383,0
54768,721,2024-08-21,Social,8,429,0
54769,7191,2023-07-08,Organic,4,445,0
54770,3042,2023-06-04,Paid,6,78,0
54771,5587,2024-09-06,Organic,1,568,0
54772,5281,2023-06-02,Paid,0,589,0
54773,1357,2023-07-15,Paid,2,111,0
54774,4787,2024-11-07,Paid,7,200,0
54775,2617,2023-09-18,Organic,3,182,0
54776,5758,2023-11-04,Paid,5,235,0
54777,6764,2024-05-27,Social,8,745,0
54778,520,2024-03-30,Paid,4,46,0
54779,2767,2024-03-08,Social,3,46,0
54780,11995,2023-01-01,Organic,4,33,0
54781,545,2024-03-16,Email,2,228,0
54782,2298,2023-11-10,Organic,6,298,0
54783,6553,2024-09-28,Organic,3,1064,0
54784,8684,2023-01-11,Paid,5,180,0
54785,4853,2023-05-30,Organic,7,749,0
54786,407,2023-05-07,Organic,4,382,0
54787,4104,2023-09-01,Organic,4,11,0
54788,9511,2024-11-15,Organic,3,595,0
54789,377,2023-06-16,Social,3,1297,0
54790,6773,2023-05-07,Social,3,442,0
54791,3078,2023-07-17,Organic,2,90,0
54792,201,2023-06-08,Social,3,418,0
54793,1586,2023-03-25,Organic,6,50,0
54794,11957,2023-02-13,Social,6,50,0
54795,11451,2024-08-01,Email,7,22,0
54796,1235,2023-11-24,Paid,4,344,0
54797,10977,2023-10-09,Social,4,206,0
54798,6031,2023-12-13,Organic,5,241,0
54799,9763,2024-06-06,Email,7,198,0
54800,11316,2023-05-03,Organic,4,127,0
54801,1563,2023-03-07,Social,8,491,0
54802,253,2024-07-04,Email,8,221,0
54803,10602,2023-04-15,Social,4,743,0
54804,10981,2024-06-29,Paid,5,236,0
54805,8141,2024-04-05,Paid,5,15,0
54806,2227,2024-05-18,Social,5,152,1
54807,11746,2023-05-23,Social,9,31,0
54808,11980,2023-11-06,Organic,7,272,0
54809,10459,2023-02-09,Paid,5,153,0
54810,9663,2023-09-15,Paid,6,402,0
54811,2045,2024-02-25,Email,2,443,0
54812,5911,2024-07-22,Paid,6,402,0
54813,476,2024-06-28,Social,5,217,0
54814,158,2023-07-07,Paid,4,240,0
54815,4953,2024-10-19,Email,4,351,1
54816,7846,2024-09-06,Paid,4,336,0
54817,11618,2023-10-23,Email,8,19,0
54818,6104,2024-10-09,Paid,6,178,0
54819,6454,2024-05-13,Organic,5,168,0
54820,2486,2024-11-27,Email,7,178,0
54821,678,2023-06-21,Social,6,410,0
54822,5686,2024-05-05,Paid,2,489,0
54823,1652,2023-08-08,Email,5,78,0
54824,9572,2023-05-07,Social,3,35,0
54825,6843,2024-06-17,Organic,10,100,0
54826,119,2023-11-06,Social,12,77,0
54827,3705,2024-08-28,Paid,6,60,0
54828,2450,2024-04-21,Paid,6,320,0
54829,1151,2024-04-23,Social,8,318,0
54830,8104,2023-01-26,Organic,7,186,0
54831,4329,2023-05-30,Email,2,13,0
54832,7695,2023-04-04,Organic,8,36,0
54833,4071,2024-11-26,Paid,9,57,0
54834,5389,2023-01-02,Social,5,94,0
54835,8178,2023-10-29,Email,0,27,1
54836,6977,2024-05-29,Organic,6,245,1
54837,6585,2023-01-13,Email,6,355,0
54838,1881,2024-11-08,Paid,10,411,0
54839,976,2024-02-21,Email,9,11,0
54840,8986,2024-09-10,Social,3,25,0
54841,4965,2023-10-16,Social,4,207,0
54842,6519,2023-06-03,Social,5,172,1
54843,7716,2023-06-11,Paid,0,189,0
54844,7670,2023-09-01,Email,3,35,0
54845,162,2023-10-24,Social,7,337,0
54846,1703,2024-05-05,Paid,5,708,0
54847,5267,2024-04-23,Organic,4,35,0
54848,5026,2023-08-14,Organic,4,42,0
54849,11962,2024-11-12,Organic,4,656,0
54850,9970,2023-04-10,Paid,6,848,0
54851,7884,2024-03-28,Email,2,102,0
54852,32,2023-10-10,Paid,6,267,0
54853,11842,2024-09-15,Paid,5,45,0
54854,11757,2024-03-07,Organic,2,1352,1
54855,6172,2023-08-06,Social,9,139,0
54856,9995,2024-05-15,Organic,6,180,0
54857,104,2023-06-22,Social,8,198,0
54858,1183,2024-11-28,Email,6,260,0
54859,9956,2023-05-24,Social,4,10,0
54860,4070,2024-06-14,Social,2,158,0
54861,9612,2024-06-03,Email,2,142,0
54862,7204,2023-11-03,Email,6,28,0
54863,2201,2023-07-08,Social,7,501,0
54864,4998,2023-07-23,Organic,4,29,0
54865,2238,2023-10-17,Paid,2,130,0
54866,6636,2023-10-17,Social,7,325,0
54867,10017,2024-01-02,Organic,3,230,0
54868,2732,2023-09-03,Email,8,245,0
54869,11686,2023-04-01,Email,6,74,0
54870,2332,2024-04-10,Email,4,65,0
54871,10142,2023-04-04,Social,8,385,0
54872,4654,2023-01-28,Social,3,101,0
54873,3553,2024-01-19,Paid,6,132,0
54874,5312,2023-04-04,Social,5,3,0
54875,2903,2023-11-07,Paid,10,84,0
54876,10802,2024-03-20,Paid,7,142,0
54877,2522,2023-01-01,Email,5,1050,0
54878,7447,2023-06-02,Email,5,227,0
54879,1414,2024-06-27,Organic,3,77,0
54880,8424,2024-02-21,Organic,6,74,0
54881,10252,2023-08-10,Organic,7,763,0
54882,11890,2023-08-21,Paid,7,384,0
54883,226,2024-10-16,Social,1,23,0
54884,496,2024-09-01,Email,11,54,0
54885,1484,2023-08-26,Paid,7,239,0
54886,3229,2024-10-18,Email,6,883,0
54887,2150,2023-06-14,Paid,7,767,0
54888,5152,2024-05-04,Paid,5,573,0
54889,5348,2023-03-31,Organic,6,117,0
54890,2485,2023-02-26,Paid,6,874,0
54891,10738,2023-10-27,Email,7,85,0
54892,10000,2024-09-14,Paid,7,106,0
54893,7715,2023-05-06,Organic,5,466,0
54894,6020,2023-07-29,Email,2,376,1
54895,5803,2023-06-05,Social,3,269,0
54896,7853,2024-07-06,Paid,3,121,0
54897,10037,2023-06-29,Organic,4,224,0
54898,3381,2024-11-25,Social,1,74,0
54899,4567,2023-03-15,Paid,6,454,0
54900,3563,2023-05-03,Social,2,104,1
54901,7269,2024-04-01,Email,5,59,0
54902,2848,2023-05-03,Paid,9,24,0
54903,8368,2023-07-22,Paid,6,44,1
54904,11378,2023-02-23,Social,6,448,0
54905,10328,2024-01-03,Paid,7,65,0
54906,3503,2023-11-01,Organic,7,167,0
54907,6043,2023-02-10,Email,5,40,0
54908,3079,2023-04-07,Social,4,355,0
54909,8635,2023-08-14,Email,8,36,0
54910,4440,2023-12-25,Email,5,470,0
54911,6590,2023-01-17,Email,6,373,0
54912,6428,2023-02-03,Email,5,346,0
54913,10412,2023-04-25,Organic,5,23,0
54914,5045,2024-01-20,Paid,3,338,0
54915,7718,2023-02-08,Paid,1,28,0
54916,6350,2023-01-04,Social,5,124,0
54917,8668,2023-08-16,Paid,4,146,0
54918,3797,2023-05-29,Paid,7,1,0
54919,4508,2023-02-25,Paid,2,193,0
54920,8616,2024-02-21,Social,6,386,0
54921,6637,2024-11-12,Email,5,60,0
54922,7578,2024-05-10,Social,7,269,0
54923,7765,2023-01-26,Organic,5,246,0
54924,9400,2024-05-10,Paid,6,536,0
54925,6370,2024-06-03,Social,5,221,0
54926,7660,2023-06-16,Email,7,277,0
54927,4299,2023-01-28,Paid,8,259,0
54928,2778,2023-08-02,Social,7,268,0
54929,8145,2024-07-24,Organic,8,19,0
54930,8997,2023-03-13,Organic,4,308,0
54931,3437,2023-05-29,Social,9,47,0
54932,322,2024-11-26,Paid,8,130,0
54933,10170,2023-11-08,Organic,5,245,0
54934,2539,2023-11-05,Paid,6,329,0
54935,3700,2023-07-01,Social,9,53,0
54936,10708,2023-11-30,Organic,6,74,0
54937,2252,2024-01-15,Paid,2,932,0
54938,9596,2023-09-26,Social,6,696,0
54939,11541,2023-05-17,Organic,7,358,0
54940,533,2024-10-17,Social,4,24,1
54941,3213,2024-05-01,Email,5,342,0
54942,6980,2024-09-14,Social,3,548,0
54943,8494,2023-02-13,Organic,10,137,0
54944,7054,2024-03-04,Paid,1,461,0
54945,9995,2023-12-22,Social,5,341,0
54946,8190,2023-04-28,Social,4,436,0
54947,10485,2024-07-02,Organic,7,33,0
54948,4813,2023-12-22,Organic,8,259,0
54949,10581,2023-08-11,Social,3,431,0
54950,6755,2024-07-04,Social,8,552,0
54951,2893,2024-09-22,Email,3,319,0
54952,7762,2024-02-04,Organic,11,498,0
54953,1093,2024-11-17,Paid,5,263,0
54954,4074,2023-10-19,Organic,4,310,0
54955,10166,2024-03-30,Social,5,474,0
54956,8916,2024-04-07,Email,4,54,0
54957,7293,2023-08-27,Email,5,64,0
54958,8963,2023-09-17,Social,8,179,0
54959,7937,2023-08-16,Organic,5,408,0
54960,4677,2024-02-29,Organic,6,276,0
54961,5563,2023-03-23,Paid,4,152,0
54962,9889,2023-07-30,Organic,6,307,0
54963,3901,2024-03-20,Social,2,216,0
54964,3157,2024-11-07,Organic,5,90,0
54965,8874,2023-08-27,Email,6,215,0
54966,4949,2024-05-19,Email,5,1303,0
54967,7199,2023-02-18,Paid,4,227,0
54968,7715,2024-01-29,Social,8,339,0
54969,2634,2024-04-24,Email,5,444,0
54970,3761,2023-08-30,Paid,2,404,0
54971,1961,2024-02-21,Organic,5,829,0
54972,5889,2024-11-11,Social,4,497,0
54973,6374,2023-03-18,Email,2,65,0
54974,4407,2023-08-29,Paid,5,45,0
54975,7795,2024-09-18,Paid,3,34,0
54976,9937,2024-11-28,Organic,8,55,1
54977,9536,2024-05-29,Email,3,197,0
54978,7535,2023-03-19,Social,4,25,0
54979,9155,2023-09-07,Social,5,44,1
54980,11759,2024-02-25,Email,8,589,1
54981,878,2023-01-10,Organic,8,402,0
54982,1438,2024-11-07,Social,5,135,0
54983,11238,2024-05-12,Organic,6,92,0
54984,6354,2023-12-14,Email,8,243,0
54985,8445,2024-02-22,Social,2,125,0
54986,8024,2024-08-13,Paid,6,1274,0
54987,8999,2024-02-09,Social,2,816,0
54988,4619,2023-08-28,Paid,6,74,0
54989,9609,2023-10-22,Paid,5,272,0
54990,4390,2024-03-29,Email,8,419,0
54991,4823,2023-12-16,Organic,9,193,0
54992,7614,2023-12-03,Organic,1,221,0
54993,7992,2024-02-17,Paid,2,1,0
54994,994,2024-09-13,Organic,8,250,0
54995,9702,2023-03-22,Email,9,173,0
54996,8410,2024-01-01,Organic,4,511,0
54997,7011,2024-01-05,Email,8,255,0
54998,11467,2023-03-21,Organic,3,1144,0
54999,5415,2023-09-29,Email,4,229,1
55000,7174,2023-11-06,Social,6,813,0
55001,8317,2023-11-04,Organic,3,935,0
55002,6013,2023-08-31,Paid,6,98,0
55003,2957,2023-05-21,Social,3,117,0
55004,3295,2024-11-23,Email,7,163,0
55005,2211,2023-01-20,Social,5,275,0
55006,9805,2024-10-18,Social,4,18,0
55007,1805,2023-08-19,Paid,2,389,0
55008,7310,2024-11-12,Social,4,42,0
55009,3612,2023-04-18,Organic,5,1276,0
55010,6199,2023-03-25,Social,9,145,0
55011,3705,2023-05-14,Paid,6,207,1
55012,4028,2024-06-24,Paid,8,214,0
55013,3472,2023-01-26,Social,2,421,1
55014,6331,2024-05-29,Organic,6,53,0
55015,8396,2023-03-03,Paid,8,2,0
55016,9965,2024-03-22,Social,5,308,0
55017,1141,2023-07-01,Social,5,39,0
55018,6004,2023-06-21,Paid,6,55,0
55019,9096,2023-05-17,Paid,5,232,0
55020,9813,2024-01-09,Paid,1,360,0
55021,4919,2023-05-20,Organic,5,514,0
55022,8478,2023-04-28,Email,3,868,0
55023,11356,2024-01-17,Email,8,358,0
55024,5794,2023-10-29,Paid,3,106,0
55025,10646,2023-06-02,Paid,9,424,0
55026,7235,2024-03-08,Email,7,77,0
55027,6574,2023-06-15,Organic,3,317,0
55028,10667,2024-01-04,Organic,6,1,0
55029,7448,2023-08-29,Organic,5,154,0
55030,3912,2023-12-06,Organic,6,0,0
55031,2130,2023-09-28,Email,5,352,0
55032,10548,2024-05-16,Organic,3,859,0
55033,4403,2023-01-17,Social,7,308,0
55034,2936,2024-08-28,Organic,2,288,0
55035,9661,2023-09-20,Paid,6,80,1
55036,3514,2023-07-31,Social,6,18,0
55037,7836,2023-11-29,Email,4,46,0
55038,7881,2024-05-19,Email,6,68,0
55039,7138,2024-02-09,Organic,5,51,0
55040,10622,2023-09-25,Email,7,83,0
55041,10800,2023-09-18,Paid,7,215,0
55042,2866,2023-05-20,Paid,5,82,0
55043,767,2024-08-02,Email,4,219,0
55044,5568,2023-10-12,Social,7,85,0
55045,2189,2023-04-25,Paid,2,84,0
55046,499,2024-04-02,Social,4,171,0
55047,11331,2023-05-23,Social,9,246,0
55048,8171,2024-11-01,Email,6,284,0
55049,2524,2024-06-21,Organic,2,382,0
55050,9144,2024-10-06,Social,7,193,0
55051,1489,2023-02-05,Paid,2,106,0
55052,5839,2024-11-09,Email,7,260,1
55053,1129,2023-03-07,Email,2,34,0
55054,106,2023-11-10,Organic,3,91,0
55055,4089,2024-10-16,Paid,4,474,1
55056,3751,2024-01-22,Organic,7,101,0
55057,5153,2023-01-10,Organic,7,94,0
55058,11903,2023-03-10,Paid,6,23,0
55059,8822,2024-06-29,Email,4,69,0
55060,2760,2024-10-13,Organic,6,55,0
55061,11613,2023-07-15,Email,8,156,0
55062,8411,2023-08-07,Social,2,474,0
55063,1467,2023-12-24,Organic,1,197,0
55064,7603,2024-06-05,Social,1,231,0
55065,8760,2024-01-17,Paid,7,58,0
55066,3996,2023-02-25,Paid,2,55,0
55067,8818,2024-03-06,Paid,7,202,0
55068,7524,2023-11-25,Email,3,8,0
55069,9871,2024-10-26,Organic,6,207,0
55070,5914,2024-05-05,Social,6,30,0
55071,1706,2023-06-30,Email,2,860,1
55072,3604,2024-03-23,Social,5,103,1
55073,3059,2023-03-08,Organic,4,496,0
55074,4103,2024-02-06,Organic,4,43,0
55075,7811,2023-11-03,Paid,6,53,0
55076,5432,2024-06-09,Organic,6,560,0
55077,10601,2023-05-16,Social,5,34,0
55078,1027,2023-05-21,Social,6,169,0
55079,457,2024-01-20,Paid,8,139,0
55080,8090,2024-10-04,Email,3,377,0
55081,1409,2024-02-07,Paid,4,109,0
55082,1076,2024-03-15,Email,7,457,0
55083,8071,2024-06-13,Social,3,480,0
55084,4344,2024-03-31,Email,7,130,0
55085,10878,2024-11-14,Social,7,375,0
55086,5609,2023-08-06,Paid,6,143,0
55087,1582,2023-12-09,Email,3,712,0
55088,10577,2023-09-26,Social,4,788,1
55089,4838,2023-02-15,Organic,3,232,0
55090,2896,2024-02-03,Organic,4,117,0
55091,7686,2024-07-10,Organic,3,345,0
55092,3158,2024-04-27,Social,8,293,0
55093,9895,2023-03-16,Paid,9,29,0
55094,4233,2024-09-05,Organic,4,363,0
55095,3600,2024-02-03,Paid,2,461,1
55096,6367,2023-09-22,Email,6,24,0
55097,11080,2023-03-17,Social,2,326,0
55098,2482,2024-02-13,Paid,3,220,0
55099,10222,2024-01-11,Email,5,86,0
55100,10653,2023-09-24,Organic,1,128,0
55101,4342,2023-08-02,Social,2,501,0
55102,3887,2023-09-27,Organic,12,83,0
55103,5616,2023-06-14,Organic,4,184,0
55104,4140,2024-07-07,Social,4,128,0
55105,3326,2024-01-05,Organic,9,48,0
55106,10892,2024-10-09,Email,3,74,0
55107,3084,2023-02-16,Social,1,870,0
55108,82,2023-03-05,Organic,6,57,0
55109,9514,2024-06-24,Email,8,49,0
55110,4827,2023-12-17,Organic,3,229,0
55111,2805,2023-08-01,Organic,3,6,1
55112,6528,2024-02-05,Email,3,85,0
55113,7989,2024-06-03,Social,1,193,0
55114,5297,2023-05-19,Social,6,121,0
55115,4591,2024-03-19,Paid,3,3,1
55116,500,2024-07-31,Paid,3,465,0
55117,8938,2023-06-16,Social,6,223,0
55118,11898,2023-04-13,Email,4,126,0
55119,3688,2024-01-11,Email,3,788,0
55120,6847,2024-04-03,Email,4,106,0
55121,4916,2024-01-17,Email,7,302,0
55122,6199,2023-03-04,Social,10,275,0
55123,8040,2024-10-20,Social,2,269,1
55124,2703,2023-09-20,Social,6,195,0
55125,769,2023-10-01,Paid,8,567,0
55126,4306,2023-07-28,Organic,8,46,0
55127,1116,2023-11-03,Organic,4,24,0
55128,10902,2024-08-29,Organic,3,216,1
55129,1938,2023-04-17,Organic,8,505,1
55130,10151,2023-06-23,Paid,5,599,0
55131,7013,2023-04-01,Social,8,40,0
55132,3724,2023-04-10,Social,2,632,0
55133,11848,2024-07-15,Paid,6,47,1
55134,7395,2024-08-21,Paid,9,53,0
55135,535,2023-02-06,Social,7,173,0
55136,9614,2023-08-26,Social,2,436,0
55137,847,2024-01-18,Paid,4,42,0
55138,5777,2024-06-12,Paid,5,126,0
55139,4011,2023-11-02,Paid,5,617,0
55140,6892,2024-04-18,Organic,7,122,0
55141,11206,2023-03-03,Organic,5,85,0
55142,10294,2024-03-01,Paid,8,152,0
55143,6735,2023-03-14,Email,1,20,0
55144,10613,2023-10-10,Paid,4,479,0
55145,11097,2023-09-09,Social,6,310,0
55146,1992,2023-11-17,Email,6,135,0
55147,3829,2023-07-09,Organic,4,221,0
55148,10670,2024-11-02,Paid,3,20,0
55149,5872,2023-02-19,Email,5,1142,1
55150,11965,2023-07-17,Organic,7,130,0
55151,5922,2024-11-08,Email,5,161,0
55152,7061,2024-05-14,Social,4,893,0
55153,8946,2024-07-30,Email,5,355,0
55154,5836,2023-10-22,Paid,2,504,1
55155,911,2024-06-18,Paid,6,313,0
55156,11852,2024-10-11,Organic,12,87,0
55157,1999,2023-09-15,Email,9,28,0
55158,11943,2023-10-23,Email,9,937,0
55159,3811,2024-11-26,Social,5,399,0
55160,10194,2023-01-26,Social,6,625,0
55161,9135,2024-10-14,Social,8,58,0
55162,10096,2023-08-30,Organic,3,204,0
55163,1212,2024-07-06,Paid,5,84,1
55164,3037,2023-06-04,Paid,2,301,0
55165,7550,2023-02-04,Organic,3,287,0
55166,6670,2023-06-28,Organic,5,240,0
55167,7779,2023-06-13,Paid,7,64,0
55168,10778,2024-05-24,Paid,6,313,0
55169,10072,2023-04-16,Email,5,374,0
55170,8534,2024-01-08,Social,5,597,0
55171,9317,2024-01-05,Social,4,33,0
55172,2379,2023-10-29,Organic,5,166,0
55173,116,2024-03-06,Paid,10,199,0
55174,199,2023-12-11,Paid,3,291,0
55175,5475,2023-12-23,Organic,5,350,0
55176,4898,2024-02-18,Email,9,341,0
55177,5610,2023-05-07,Social,5,8,0
55178,3636,2024-02-11,Social,4,11,0
55179,7082,2023-06-11,Organic,5,260,0
55180,578,2023-08-17,Organic,9,48,0
55181,9758,2023-10-22,Social,4,459,0
55182,3681,2024-06-06,Paid,3,330,0
55183,11958,2023-06-26,Social,7,363,0
55184,4422,2024-10-09,Paid,7,248,0
55185,5246,2023-09-14,Paid,9,292,0
55186,4846,2023-05-13,Email,10,681,0
55187,10098,2023-10-04,Organic,6,146,0
55188,7771,2023-11-15,Paid,2,30,0
55189,5216,2023-05-20,Organic,6,968,0
55190,4368,2023-11-08,Email,6,20,1
55191,876,2024-02-24,Organic,1,469,0
55192,5547,2024-11-14,Organic,6,290,0
55193,8355,2024-03-14,Paid,11,122,0
55194,8062,2024-11-07,Paid,5,43,0
55195,128,2024-10-22,Organic,5,15,0
55196,6744,2023-11-08,Organic,8,408,0
55197,4092,2024-08-01,Paid,0,298,0
55198,9756,2023-09-23,Organic,7,205,0
55199,2040,2023-02-13,Paid,9,71,0
55200,1219,2023-12-18,Paid,5,90,1
55201,3292,2023-06-12,Email,4,275,1
55202,2091,2023-01-22,Social,7,70,0
55203,4723,2023-07-31,Social,3,7,0
55204,11433,2023-03-08,Paid,5,339,0
55205,2360,2024-02-01,Paid,3,963,0
55206,4972,2023-02-26,Organic,8,39,0
55207,7539,2024-04-01,Social,6,176,0
55208,5413,2023-07-14,Organic,4,343,0
55209,2857,2024-05-15,Organic,3,136,0
55210,11059,2023-09-25,Organic,10,418,0
55211,2656,2024-07-10,Email,5,59,1
55212,5623,2023-10-14,Email,4,44,0
55213,1510,2023-11-20,Organic,3,474,1
55214,7961,2024-04-14,Email,4,274,0
55215,1990,2023-07-21,Email,2,70,0
55216,7054,2023-10-04,Email,6,556,0
55217,4477,2023-03-11,Organic,1,834,0
55218,2687,2023-09-26,Social,4,189,0
55219,1398,2023-04-06,Paid,4,26,0
55220,7592,2024-03-30,Paid,5,214,0
55221,4523,2024-02-26,Organic,3,415,0
55222,2266,2023-10-27,Paid,3,158,0
55223,3957,2023-05-13,Social,5,49,0
55224,3896,2024-10-28,Social,5,115,0
55225,3025,2024-07-04,Organic,4,1476,0
55226,9398,2023-10-09,Social,3,162,0
55227,2596,2023-02-27,Organic,6,501,0
55228,5190,2024-06-24,Organic,12,233,1
55229,8967,2023-05-11,Social,4,151,0
55230,7916,2024-11-09,Email,2,11,0
55231,5756,2024-03-21,Organic,7,795,0
55232,895,2024-09-16,Social,6,462,0
55233,763,2024-06-16,Paid,4,807,0
55234,8948,2024-08-25,Email,7,343,0
55235,10091,2024-08-20,Social,6,66,0
55236,7630,2024-11-27,Paid,7,349,0
55237,10410,2023-01-20,Email,5,182,0
55238,2981,2024-08-31,Social,4,21,0
55239,8213,2024-11-25,Email,4,546,0
55240,7253,2024-01-11,Paid,4,148,0
55241,11387,2024-07-09,Paid,5,698,0
55242,2475,2024-07-22,Email,3,246,0
55243,11900,2023-01-17,Organic,3,48,0
55244,7856,2023-09-14,Email,7,664,0
55245,6289,2023-04-08,Email,6,54,0
55246,6824,2023-06-21,Social,6,351,1
55247,2915,2024-10-06,Organic,4,689,0
55248,8835,2024-04-22,Email,3,65,0
55249,1070,2024-09-11,Social,4,636,0
55250,10344,2024-02-25,Organic,2,59,0
55251,6094,2024-06-20,Social,6,86,0
55252,7747,2024-05-11,Email,4,204,0
55253,3787,2023-03-29,Email,5,269,0
55254,10412,2023-04-15,Email,7,57,0
55255,10232,2024-07-09,Paid,3,377,0
55256,8346,2023-12-18,Social,10,230,0
55257,131,2024-05-08,Social,9,6,0
55258,6493,2024-06-22,Email,4,212,0
